Document ID,Rule 3: Credit check,Rule 3 Proof Phrase,Rule 8: Welcome pack,Rule 8 Proof Phrase,Rule 10: Cooling off period,Rule 10 Proof Phrase,Rule 15: Call is recorded,Rule 15 Proof Phrase,Rule 18: Yes,Rule 18 Proof Phrase,Reviewer Comments
POW.001.000457,Unidentified,,Identified,after you receive your Welcome back. If you do not receive this email within 24 hours please contact our shop on,Identified,You have a 10 business day cooling off period during which you can cancel your your sign up by contacting parviz australia private limited,Identified,Once again this call is being recorded for quality and compliance.,Not yet reviewed,"Do you confirm your over 18 outgrossed were in general agreement. I understand and accept the terms which you have just read which are also on garbage truck that site. Please respond with a clear yes or no.
Yes",
POW.001.000458,Unidentified,,Identified,If you received your welcome back and if you do not receive the same old in 20 hours please contact our shop on,Identified,so you'll be given a 10 business day on of procedure magicking can see or sign up or contact imperishable,Identified,Calls recorded for quality and training purposes,Unidentified,,"Rule 10 does not have the word ""10"" in it.
Rule 18 had ""yes"" missing in transcription"
POW.001.000459,Not yet reviewed,,Identified,"I can at least confirm your email address for the welcome pack and building purposes.
Peter start the business day up to receive your Welcome back. If we do not receive this email within 24 hours please contact our shop on",Identified,You have a 10 business day cooling off period during which you can cancel your sign off by contacting barber shop or Australia private limited,Identified,So once again for training and for creation purposes this call is being recorded.,Unidentified,,
POW.001.000460,Unidentified,,Identified, day after you receive your welcome pack. If you do not see this email within 24 hours please contact shop,Identified,You have a 10 day cooling off period during which you can cancel this set up contact and polish up ,Identified,So once again this call is recorded for quality and compliance purposes.,Identified,"do you confirm you are over 18 authorized to enter into this agreement and understand and accept the terms as just that which are also in part of your website.
I am.",
POW.001.000461,Not yet reviewed,,Identified,you get the welcome,Identified,That's all 10 business day cooling off period during which you can cancel the note by contacting my shop in,Identified,So welcome for quality and compliance purposes of course being recorded,Identified,"Are over 18 authorized to enter in and understand.
What you read which are also available on my ships website. Yes",
POW.001.000462,Not yet reviewed,I may also conduct a credit check on you where a credit check fails to make such criteria. They may cancel a contract and not proceed with your spiritual connection.,Identified,If you don't receive anything within the next 24 hours I would suggest you polish up a call directly,Identified,a 10 business case cooling off period during which you can cancel your phone by contacting pal,Identified,So once again I'll just such an overcalls record for quality and training purposes.,Identified,I understand and accept the terms of its read which is also on pal shops. That's right. Terrific last hour I just had a clear yes or no. Yeah.,Rule 8 does not have Welcome Pack in it.
POW.001.000463,Unidentified,,Identified,after you receive your welcome back if you do not receive this by a note within 24 hours. Please contact our shop on on,Identified,Ever had a business day cooling off period during which incurrence you sign up by contacting. ,Identified,Once again this calls recorded for quality and compliance purposes.,Unidentified,,"Rule 10 does not contain ""10"".
Rule 18, yes is not picked up by transcript."
POW.001.000464,Identified,How should you shop my conduct a credit check on your credit check fails to meet cultural criteria. From my cancers contact them not proceed with the switch.,Identified,Do you understand your rights and would like better read them out to you now or would you like to wait for your welcome back.,Unidentified,,Identified,So once again this call is call in combined service,Identified,do you confirm you are over 18 authorized to enter into the agreement and accept the terms which thread which are also on Telstra. Please respond with a yes or no. Well so yes.,
POW.001.000465,Unidentified,,Identified,day after you receive your Welcome back. If you received this way email within 24 hours please contact a power shop on,Identified,You will have a 10 business day cooling off period in which you can cancel your sign up by quantizing carousel way limited ,Identified,So once again this call is being recorded for quality and compliance purposes.,Identified,Do you confirm that you are over the age of 18 authorized to enter into this agreement and understand and accept the terms we've just read which also power shops website please respond with yes or no. Yes ,
POW.001.000466,Unidentified,,Identified,"Otherwise they would be in your Welcome back
after you receive your Welcome back. If you do not receive this write in within 24 hours please contact barber shop on",Identified,you have a 10 percent cooling off period during which you can sign them by contacting,Identified,But once again this closeness to God is for quality and time for us. ,Identified,Do you come from your 18 tries to enter into this agreement and understand and accept the terms which we have just read which are also in with shops. Yes,Interesting Rule 15 phrase.
POW.001.000467,Identified,Now how shall I also conduct a credit check on you where a credit check fails to meet township's criteria. How should they cancel this contract and not proceed with your spiritual connection.,Identified,after you receive the welcome pack. If you don't receive an e-mail within 24 hours,Identified,You have a 10 business days cooling off period during which you can cancel your site by contacting power shop.,Identified,Once again this call is recorded for quality and compliance purposes.,Identified, So do you confirm that you are over 18 authorized to enter into this agreement and understand and accept the terms and just read which are also on site. Yes or some problem for now,
POW.001.000468,Identified, How shall may conduct a credit check on you. Worker check fails to meet the criteria. Power shop may cancel the contract and not proceed with a switch or connection,Identified,after you receive your welcome thank you we did not receive this within 24 hours. Please contact house shop on ,Identified,You have a 10 day cooling off period during which you can cancel your phone by contacting power shoppers,Identified,You know the school record for calling coaching purposes.,Identified,You are over 18. Authorized to enter into this agreement and understanding the terms and conditions of this offer that are also available on our website. I that a yes or no. Yes.,
POW.001.000469,Identified,shop may conduct your credit check neumayr a credit check to make parachute's criteria ploughshare may not proceed with this connection.,Identified, Did you receive your welcome back and if you do not receive this email in 24 hours please contact powerstrip,Identified,you have a 10 business day cooling off period during which you can cancel sign up by contacting the proprietor,Identified,Once again Cole's record of equality and training purposes.,Not yet reviewed,Now you confirm that you're over 18. You authorized the trim to make you want to send the set the terms that were just read which are on power shops website. Please respond with a yes or no. Yes. ,
POW.001.000470,Unidentified,,Identified,day after you receive your welcome pack. If you do not receive this via email within 24 hours please contact a shop on,Identified,you have it in business day cooling off period during which you can cancel your sign up. By contacting our shop Australia,Identified,Once again the call is recorded for quality and compliance purposes.,Identified,do form you are authorized to enter into this agreement. Understand and accept the terms you've just read which are also on par with Shop website. Yes I do.,"Rule 10 does not have exact ""10"" in it"
POW.001.000471,Identified,barber shop may conduct a credit check on you work check fields to meet publish upgraded to a barber shop may cancel this contract and not proceed with your search or connection.,Identified,"confirm your e-mail address for the welcome back and billing purposes. fter you received your welcome back. If you do not receive this email within 24 hours please contact barbershop shop on
",Identified,Do you have a 10 business day cooling off period which you can cancel your son by contacting barber shop,Identified,Once again this call is being recorded for quality and compliance purposes,Identified,"No do you confirm you are over 18. I intend to remain and understand and accept the terms which we have just read which are also on parviz shop website. Please respond with a clear yes or no.
Yes thank you.",
POW.001.000472,Identified, If you had a good day you can dump a credit check on you. A kind of check should be pass shops criteria partially cancels contract and not proceed with your connection,Unidentified,,Identified,You have timber's instead of calling off period in which you can cancel your sum up,Identified,So this call is then recorded your purposes.,Identified," I mean you are over 18 authorized to enter into this agreement and understand it at the time. I just read to you in which you can find a partial eclipse but please respond with a clear for no.
Yet","Rule 10 does not have ""10"" i it"
POW.001.000473,Unidentified,,Identified,after you receive your welcome park. If you do not receive this by email within 24 hours please tell us directly on,Identified,You have a 10 day cooling off period which during which you can cancel your sign up by contacting power shop Australia,Identified,Once again this court record quality and compliance purposes. ,Identified,hey do confirm that you are over 18 or the right to enter into this agreement and understand except that the town that was just read which are also on our shop's website. Yep you need to clear their own. Oh yes,
POW.001.000474,Unidentified,,Identified,"Can I grab your e-mail address for your bills and welcome back.
after you receive your welcome back and if you don't receive this by email within 24 hours these contact barber shop on can I call up the direct number",Identified,You are a 10 day cooling off period during which you can turn your phone up by contacting barshop australia,Identified,once again only to let you know that this call was recorded for the purpose of quality and coaching,Unidentified,,"No ""YES"" in Rule 18."
POW.001.000475,Unidentified,,Identified," Do you want them in the welcome pack for you
day after you receive your welcome party if you do not receive this email within 24 hours. Please contact our shop on ",Identified,You have a 10 business day cooling off period during which you can cancel your sign up by contacting Palmer shop Australia,Identified,Now once again the call is recorded ,Identified,You are what 18 or tries to entered into this agreement. I understand and accept the terms we've just read which are also on the shop Web site. Yes.,
POW.001.000476,Identified,How shop may also conduct a credit check on you where a credit check fails,Identified,"we'll send the welcome pack and your bills to that e-mail address
after you receive their welcome back. Now did you have a pen and paper on your statement. I do. Yep I'll give you a number for you to call in case you don't receive an e-mail within 24 hours",Identified,You have 10 different days cooling off period during which you can cancel your son up by contacting to shop,Identified,So once again I'll just let you know the course record for quality and compliance purposes,Identified,So do you confirm that you are either 18 or authorized to enter into this agreement and understand and accept the terms of interest threat which are also on power subsidies. No problem. ,"Rule 18 had ""no problem"""
POW.001.000477,Unidentified,,Identified,after you receive your welcome back and if you don't receive this by e-mail within 24 hours please contact our shop on. ,Identified,You have a 10 day cooling off period during which you can come to your state by contacting barbershop Australia proprietory,Identified,But once again I need to let you know that this call is recorded for the purpose of quality and coaching. ,Unidentified,"Rule 18 did not have ""yes"" in it.",
POW.001.000478,Identified,How should they conduct a credit check on your credit check,Not yet reviewed,"So welcome back will have all the prices in it. Did you want to wait for the welcome back to come would you want me to read it out to you.
This period does business day after you receive your welcome back and if you do not receive these emails in 24 hours please call powerstrip
",Identified,You will have a 10 business day cooling off period during which you can can't see or sign up by contacts in power.,Identified,Recorded for quality and training purposes.,Identified,You confirm that your 18 years of age and you're authorized to enter into this agreement and you understand set the terms that were just read which are on should slip. So please respond with a yes or no. Yeah yeah yeah ,
POW.001.000479,Unidentified,,Identified,"And now we have that e-mail with that welcome back
The business day after you receive your Welcome back. If you do not receive this email within 24 hours please contact our shop ",Identified,You have a 10 business day cooling off period during which you can cancel your home by contacting car wash of a stroller,Identified,Reading and verification purposes this call is being recorded.,Unidentified,,
POW.001.000480,Unidentified,,Unidentified,,Identified,If you have a 10 business period from which you can sell your phone by contacting shop I show you are privately committed,Identified,once again this call would be recorded for quality and compliance purposes,Identified,once again this call would be recorded for quality and compliance purposes,
POW.001.000481,Unidentified,So once again only to let you know that this call is recorded for the purpose of quality and culture.,Identified, after you receive your welcome back and if you don't receive the same e-mail within 24 hours please contact our shop.,Identified,There you have again this is day cooling off period during which you can cancel your phone up by contacting barshop australia probate.,Identified,So once again only to let you know that this call is recorded for the purpose of quality and culture.,Unidentified,Now you could say that you are over 18 years of age of right to go to this agreement and understand and accept that we've just read which are also available on shops website. Wonderful.,"Note that the actual ""10"" is missing in Rule 10.
Note ""yes"" is missing for Rule 18.
"
POW.001.000482,Unidentified,,Identified,receive your welcome. If you do not receive this via email within 24 hours please contact a shop directly on,Identified," You have a 10 business day cooling off period during which you can cancel your sign up by contacting polish off Australia.
Again you get a 10. This is a cooling off period.",Identified,Again I'll let you know the call is recorded for quality and compliance.,Unidentified,,
POW.001.000483,Identified,How do you pass up conducts a credit check on your credit check failed to get past criteria that may cancel the contract and not proceed with your connection.,Identified,after you receive your welcome back. So if you don't receive this email within 24 hours please contact the power shop on,Identified,There's no contract that is associated with this agreement and your agreement staff the end of the cooling off period.,Identified,I'll let you know that this call is recorded for quality and training purposes. ,Identified,So just last question how do you confirm you are over 18 authorised to enter into the agreement and understand and accept the terms. Just read also about such but just as a clear yes or no. Yes I think so.,
POW.001.000484,Unidentified,,Identified,after is your welcome back. And if you have not received this via email in 24 hours please contact a power shop directly,Identified,So you have a 10 business day cooling off period in which you can cancel your sign up by contacting cash off Australia,Identified,You know is causing record once again for Coachy and quality purposes.,Identified,So you can tell you're over 18 authorized to enter into this agreement. And I understand and accept the terms you just read which are also in power shops website. Yes. Yes.,
POW.001.000485,Identified,So do I please make sure there is one dollar available in your account to perform the credit check to check the eligibility of the customer.,Identified, after business day after you receive your welcome back if you would receive the right you know within 24 hours. These kondik barber shop on if you do not receive it please contact barber shop,Identified, You have done this mistake calling off period during which you can cancel your assignment by contacting barber shop,Identified,So once again this call was recorded for quality and training purposes.,Identified,So try to confirm you are over 18 authorized to enter into this agreement and understand and accept the terms that you've just read and which are also available on that Web site. Do you confirm that. Yes yes yes.,
POW.001.000486,Identified,please make sure there is one dollar available in your account to perform the credit check to check the eligibility of the customer.,Identified,after you receive your welcome back if you would receive the right you know within 24 hours.,Identified,after you receive your welcome back if you would receive the right you know within 24 hours.,Identified,So once again this call was recorded for quality and training purposes,Identified,confirm you are over 18 authorized to enter into this agreement and understand and accept the terms that you've just read and which are also available on that Web site. Do you confirm that. Yes yes yes.,
POW.001.000487,Unidentified,,Identified,you receive your Welcome back. If it had not received this way email within 24 hours please contact barber shop,Identified,Do you have a 10 business day cooling off period during which you can cancel your sign by contacting barber shop.,Identified,For training and verification purposes this call is being recorded.,Identified,Now do confirm you are over 18 authorized to enter into our agreement and I understand and accept the terms which we have just read which are also on Palmer shop website. Please respond with a clear yes or no. Yes thank you.,
POW.001.000488,Unidentified,,Unidentified,,Unidentified,,Identified,once again the school has been awarded the kerching quality purposes.,Identified,So you could tell me you are over 18 authorized to enter into this agreement. And I understand that the terms are just two games which you can find out which let be yes or no. Yeah.,Interesting Rule 15 statement.
POW.001.000489,Identified,power shop may conduct a credit check on you where a credit check failed to meet paradox criteria. Power shop may counsel this contract then not proceed with your social connection,Identified,after you receive your welcome back. If you do not receive this via e-mail within 24 hours please contact our shop,Identified,You have a 10 business day cooling off period during which you can cancel your sign up. By contacting power shop Australia.,Identified,once again this call is recorded for quality and compliance purposes.,Unidentified,,
POW.001.000490,Unidentified,,Identified,after you receive your welcome back and if you do not receive bids within 24 hours please contact our shop,Unidentified,,Not yet reviewed,,Identified,Are you concerned that you're about 18 you are authorized to enter into this agreement you understand the terms that rich just get richer and power shops website. Please respond with a yes or no. Yes fantastic,
POW.001.000491,Identified,Power shop may conduct a credit check or neumayr kirchick parachutes quote your air power shop may not proceed with your connection connection free will or power shop.,Identified,"Now you have to wait for the welcome part.
After you received your confirmation pack if you do not receive these waiting over in 24 hours please contact perishable",Identified,You'll have a 10 business day kind of period during which you can say yes by contacting power shipshape approach. ,Unidentified,,Identified,You can for 18 years of age when you're authorized to enter into this agreement you understand the terms or just read which are power shops. So please respond with a yes or no. Yes fantastic.,
POW.001.000492,Unidentified,,Identified,you will receive a welcome back within two to three days,Identified,you have a 10 business check calling or period during which you can cancel your phone by contacting polish.,Identified,I need to let you know Bill Caldwell Gregory for coaching and quality Pop,Unidentified,,very interesting call recording statement
POW.001.000493,Identified, a power shop may conduct their credit check on you. When a credit trip fails to make subsequent terrapower shop my counsel is contract then not proceed with your switch or connection.,Identified,after you receive your Welcome back. If you do not receive this via email within 24 hours please contact shop,Not yet reviewed, You have 10 business day cooling off period during which you can cancel your sign up or contact cloud shop.,Identified,just before I start I need to let you know that this call group call for quality engagement purposes,Unidentified,,
POW.001.000494,Identified,a power shop may conduct their credit check on you. When a credit trip fails to make subsequent terrapower shop my counsel is contract then not proceed with your switch or connection.,Identified,after you receive your Welcome back. If you do not receive this via email within 24 hours please contact shop,Identified,You have 10 business day cooling off period during which you can cancel your sign up or contact cloud shop.,Identified,let you know that this call group call for quality engagement purposes,Unidentified,,
POW.001.000495,Unidentified,,Identified,you receive your welcome back and if you do not receive this email within 24 hours please contact us,Identified,you receive your welcome back and if you do not receive this email within 24 hours please contact us,Identified,So once again this record of poor quality and training purposes,Identified,You can pretend that you over 18 years of age and you're authorized to enter into this agreement and you understand that set the terms that we just read which are on power website. Please respond with a yes or no. Yes.,
POW.001.000496,Identified,power shop may conduct a credit check on you where a credit check fails to meet pawnshops criteria. Power shop may cancel this contract and not proceed with your switch or connection ,Identified,"receive your Welcome back. If you don't receive the pack within 24 hours contact power shop
they'll send you out your welcome back with you write in it I read them all can you wait to them in writing.
The rates will be a part of your welcome pack.


",Identified,"The rates will be a part of your welcome pack.
",Unidentified,,Not yet reviewed,"You agree to these terms yes you understand that momentum may vary just right at any time.
You understand and agree to the terms conditions of this plant that is momentum energy is not your car retailer. This agreement constitutes your consent to transfer your energy to momentum energy.
Yeah thank you.
You confirm you are over 8 over the age of 18 authorized to enter into this agreement and understanding that the terms that we've just read which are all from cash have a website with a clear yes or no. Oh yes. Now finally there is no contract term and no exit fees associated with this agreement. Your game starts at the end of the cooling off period you may terminate the agreement any by contacting power shock and an e-mail with you wanted to transfer to thrash of complaints. Do you understand the rate your rates and I agree to these terms conditions with a clear yes or no. Yes
",Rule 18 included age.
POW.001.000497,Identified,powers may conduct a credit check on you where a credit check fails to meet power shop's criteria power shop may cancel this contract and not proceed with your switch or connection,Identified, you receive your Welcome back. If you don't receive the pack within 24 hours contact power shop,Identified,You have a 10 business day cooling off period during which you can cancel your sign up by contacting power shop Australia,Identified,And calls are recorded for quality coaching here,Identified,So you confirm you are over 18 authorized to enter this agreement and understand and accept the terms which we've just read which are also on power shops websites and also just to say yes or no for the recording. So yes sorry.,Rule 18 includes age.
POW.001.000498,Identified,"You power of may conduct a credit check on you where a credit check fails to meet pawnshops criteria power shop may cancel this contract and not proceed with your switch or connection
A credit check will be performed before switching to energy Australia.",Identified,"Would you like me to read all their rights to you now. Were you happy to read them in your Welcome back
Would you like me to read all their rights to you now. Were you happy to read them in your Welcome back",Identified,Your 10 business day cooling off period commences the day after you receive your confirmation back.,Unidentified,,Unidentified,,
POW.001.000499,Identified,power shop may conduct a credit check on you where a credit check fails to meet power shop's criteria. Power shop may cancel this contract and not proceed with your switch or connection,Identified,t starts the business day after you receive your welcome back. If you don't receive the pack within 24 hours contact power shop,Not yet reviewed,,Identified,t starts the business day after you receive your welcome back. If you don't receive the pack within 24 hours contact power shop,Identified,"So now you are over 18. All right enter into this agreement and understand accept the terms we've just read which are also on our shops website. Can I get a clear yes or no.  Please Tanya. Yes yes.
Do you understand your rights and agree to these terms and conditions. Yes",
POW.001.000500,Identified,it may conduct a credit check on you where a credit check fails to meet pawnshops criteria. Power shop may cancel this contract and not proceed with your switch or connection you'll pay any applicable fees for your connection.,Identified,after you receive your Welcome back. If you don't receive the pack within 24 hours contact power shop on,Identified,You have a 10 business day cooling off period during which you can cancel your sign up by contacting power shop,Unidentified,,Identified,"So you confirm you are sorry you can turn you over 18 authorized to enter into this agreement and understand and accept the terms we've just read which are also on Paris jobs website. Yes I do.
Do you understand your rights and agree to these terms and conditions. Yes",
POW.001.000501,Identified,You consent to these policies including that hgl may exchange your information with credit providers and others for credit reporting credit checks and debt collection,Identified, The credit reporting bodies AGL users and your access correction complaint and opt out rights with AGL and those bodies these policies are in the welcome back and are available on AGL website,Identified,You have a 10 business day cooling off period from when you get your welcome back with information about a cooling off period and your rights under Australian consumer law.,Identified,OK. So I'll let you know very quickly because I've recorded for quality and training purposes.,Identified,Do you agree to these terms. Yes.,
